Product Title,Trade Price,Platinum Price (-50%),Type,Category,Tags,SKU,Parent SKU,Range,Body Colour,Baffle Colour,Socket Type,Wattage,Colour Temperature,Beam Angle,Dimming,Accessories,mA,Lumen Output,Height,Width,Length,Cut-Out,IP Rating,Image URL,Description,Instruction Manual,Photometry,CAD Drawings,Datasheet
Tubular 75,0,0,variable,Track Fitting,Tubular 75|Black|White|Black Baffle|Gold Baffle|White Baffle|8w|10w|12w|14w|16w|18w|21w|23w|24w|25w|26w|27w|29w|31w|32w|33w|90CRI 2700K|CRI90 3000K|CRI90 4000K|24deg|34deg|50deg|Non Dimmable|DALI |No Accessory |Honeycomb|Mains Dimmable,TS-00044,,Tubular 75,Black|White,Black Baffle|Gold Baffle,,8w|10w|12w|14w|16w|18w|21w|23w|24w|25w|26w|27w|29w|32w|33w,90CRI 2700K|CRI90 3000K|CRI90 4000K,24deg|34deg|50deg,Non Dimmable|DALI|Mains Dimmable,No Accessory |Honeycomb,,,78,194,,,IP20,https://www.enigmalighting.com/wp-content/uploads/TS00044BB-2.png,This attractive track spot is available in a range of body and baffle colours making it perfect for most environments. The inbuilt driver maintains its minimal design while the bespoke heatsink housing ensure long lifetime. The high performance Osram LED COB and polycarbonate optics provide a range of beam angles and CCT and CRI outputs.,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3
Tubular 75 / Black / Black Baffle / 8w / 90CRI 2700K / 24deg / Mains Dimmable,0,0,variation,,,TS-00044-BB-08-927-24-LTE,TS-00044,Tubular 75,Black ,Black Baffle ,,8w,90CRI 2700K,24deg,Mains Dimmable,No Accessory  ,,,,,,,IP20,https://www.enigmalighting.com/wp-content/uploads/TS00044BB-2.png,This attractive track spot is available in a range of body and baffle colours making it perfect for most environments. The inbuilt driver maintains its minimal design while the bespoke heatsink housing ensure long lifetime. The high performance Osram LED COB and polycarbonate optics provide a range of beam angles and CCT and CRI outputs.,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3
Tubular 75 / Black / Black Baffle / 8w / 90CRI 2700K / 24deg / Mains Dimmable / Honeycomb,0,0,variation,,,TS-00044-BB-08-927-24-LTE+HC,TS-00044,Tubular 75,Black ,Black Baffle ,,8w,90CRI 2700K,24deg,Mains Dimmable,Honeycomb,,,,,,,IP20,https://www.enigmalighting.com/wp-content/uploads/TS00044BBHC-2.png,This attractive track spot is available in a range of body and baffle colours making it perfect for most environments. The inbuilt driver maintains its minimal design while the bespoke heatsink housing ensure long lifetime. The high performance Osram LED COB and polycarbonate optics provide a range of beam angles and CCT and CRI outputs.,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3
Tubular 75 / Black / Black Baffle / 8w / 90CRI 2700K / 34deg / Mains Dimmable,0,0,variation,,,TS-00044-BB-08-927-34-LTE,TS-00044,Tubular 75,Black ,Black Baffle ,,8w,90CRI 2700K,34deg,Mains Dimmable,No Accessory  ,,,,,,,IP20,https://www.enigmalighting.com/wp-content/uploads/TS00044BB-2.png,This attractive track spot is available in a range of body and baffle colours making it perfect for most environments. The inbuilt driver maintains its minimal design while the bespoke heatsink housing ensure long lifetime. The high performance Osram LED COB and polycarbonate optics provide a range of beam angles and CCT and CRI outputs.,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3
Tubular 75 / Black / Black Baffle / 8w / 90CRI 2700K / 34deg / Mains Dimmable / Honeycomb,0,0,variation,,,TS-00044-BB-08-927-34-LTE+HC,TS-00044,Tubular 75,Black ,Black Baffle ,,8w,90CRI 2700K,34deg,Mains Dimmable,Honeycomb,,,,,,,IP20,https://www.enigmalighting.com/wp-content/uploads/TS00044BBHC-2.png,This attractive track spot is available in a range of body and baffle colours making it perfect for most environments. The inbuilt driver maintains its minimal design while the bespoke heatsink housing ensure long lifetime. The high performance Osram LED COB and polycarbonate optics provide a range of beam angles and CCT and CRI outputs.,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3
Tubular 75 / Black / Black Baffle / 8w / 90CRI 2700K / 50deg / Mains Dimmable,0,0,variation,,,TS-00044-BB-08-927-50-LTE,TS-00044,Tubular 75,Black ,Black Baffle ,,8w,90CRI 2700K,50deg,Mains Dimmable,No Accessory  ,,,,,,,IP20,https://www.enigmalighting.com/wp-content/uploads/TS00044BB-2.png,This attractive track spot is available in a range of body and baffle colours making it perfect for most environments. The inbuilt driver maintains its minimal design while the bespoke heatsink housing ensure long lifetime. The high performance Osram LED COB and polycarbonate optics provide a range of beam angles and CCT and CRI outputs.,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3
Tubular 75 / Black / Black Baffle / 8w / 90CRI 2700K / 50deg / Mains Dimmable / Honeycomb,0,0,variation,,,TS-00044-BB-08-927-50-LTE+HC,TS-00044,Tubular 75,Black ,Black Baffle ,,8w,90CRI 2700K,50deg,Mains Dimmable,Honeycomb,,,,,,,IP20,https://www.enigmalighting.com/wp-content/uploads/TS00044BBHC-2.png,This attractive track spot is available in a range of body and baffle colours making it perfect for most environments. The inbuilt driver maintains its minimal design while the bespoke heatsink housing ensure long lifetime. The high performance Osram LED COB and polycarbonate optics provide a range of beam angles and CCT and CRI outputs.,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3
Tubular 75 / Black / Black Baffle / 8w / 90CRI 3000K / 24deg / Mains Dimmable,0,0,variation,,,TS-00044-BB-08-930-24-LTE,TS-00044,Tubular 75,Black ,Black Baffle ,,8w,90CRI 3000K,24deg,Mains Dimmable,No Accessory  ,,,,,,,IP20,https://www.enigmalighting.com/wp-content/uploads/TS00044BB-2.png,This attractive track spot is available in a range of body and baffle colours making it perfect for most environments. The inbuilt driver maintains its minimal design while the bespoke heatsink housing ensure long lifetime. The high performance Osram LED COB and polycarbonate optics provide a range of beam angles and CCT and CRI outputs.,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3
Tubular 75 / Black / Black Baffle / 8w / 90CRI 3000K / 24deg / Mains Dimmable / Honeycomb,0,0,variation,,,TS-00044-BB-08-930-24-LTE+HC,TS-00044,Tubular 75,Black ,Black Baffle ,,8w,90CRI 3000K,24deg,Mains Dimmable,Honeycomb,,,,,,,IP20,https://www.enigmalighting.com/wp-content/uploads/TS00044BBHC-2.png,This attractive track spot is available in a range of body and baffle colours making it perfect for most environments. The inbuilt driver maintains its minimal design while the bespoke heatsink housing ensure long lifetime. The high performance Osram LED COB and polycarbonate optics provide a range of beam angles and CCT and CRI outputs.,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3
Tubular 75 / Black / Black Baffle / 8w / 90CRI 3000K / 34deg / Mains Dimmable,0,0,variation,,,TS-00044-BB-08-930-34-LTE,TS-00044,Tubular 75,Black ,Black Baffle ,,8w,90CRI 3000K,34deg,Mains Dimmable,No Accessory  ,,,,,,,IP20,https://www.enigmalighting.com/wp-content/uploads/TS00044BB-2.png,This attractive track spot is available in a range of body and baffle colours making it perfect for most environments. The inbuilt driver maintains its minimal design while the bespoke heatsink housing ensure long lifetime. The high performance Osram LED COB and polycarbonate optics provide a range of beam angles and CCT and CRI outputs.,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3
Tubular 75 / Black / Black Baffle / 8w / 90CRI 3000K / 34deg / Mains Dimmable / Honeycomb,0,0,variation,,,TS-00044-BB-08-930-34-LTE+HC,TS-00044,Tubular 75,Black ,Black Baffle ,,8w,90CRI 3000K,34deg,Mains Dimmable,Honeycomb,,,,,,,IP20,https://www.enigmalighting.com/wp-content/uploads/TS00044BBHC-2.png,This attractive track spot is available in a range of body and baffle colours making it perfect for most environments. The inbuilt driver maintains its minimal design while the bespoke heatsink housing ensure long lifetime. The high performance Osram LED COB and polycarbonate optics provide a range of beam angles and CCT and CRI outputs.,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3
Tubular 75 / Black / Black Baffle / 8w / 90CRI 3000K / 50deg / Mains Dimmable,0,0,variation,,,TS-00044-BB-08-930-50-LTE,TS-00044,Tubular 75,Black ,Black Baffle ,,8w,90CRI 3000K,50deg,Mains Dimmable,No Accessory  ,,,,,,,IP20,https://www.enigmalighting.com/wp-content/uploads/TS00044BB-2.png,This attractive track spot is available in a range of body and baffle colours making it perfect for most environments. The inbuilt driver maintains its minimal design while the bespoke heatsink housing ensure long lifetime. The high performance Osram LED COB and polycarbonate optics provide a range of beam angles and CCT and CRI outputs.,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3
Tubular 75 / Black / Black Baffle / 8w / 90CRI 3000K / 50deg / Mains Dimmable / Honeycomb,0,0,variation,,,TS-00044-BB-08-930-50-LTE+HC,TS-00044,Tubular 75,Black ,Black Baffle ,,8w,90CRI 3000K,50deg,Mains Dimmable,Honeycomb,,,,,,,IP20,https://www.enigmalighting.com/wp-content/uploads/TS00044BBHC-2.png,This attractive track spot is available in a range of body and baffle colours making it perfect for most environments. The inbuilt driver maintains its minimal design while the bespoke heatsink housing ensure long lifetime. The high performance Osram LED COB and polycarbonate optics provide a range of beam angles and CCT and CRI outputs.,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3
Tubular 75 / Black / Black Baffle / 8w / 90CRI 4000K / 24deg / Mains Dimmable,0,0,variation,,,TS-00044-BB-08-940-24-LTE,TS-00044,Tubular 75,Black ,Black Baffle ,,8w,90CRI 4000K,24deg,Mains Dimmable,No Accessory  ,,,,,,,IP20,https://www.enigmalighting.com/wp-content/uploads/TS00044BB-2.png,This attractive track spot is available in a range of body and baffle colours making it perfect for most environments. The inbuilt driver maintains its minimal design while the bespoke heatsink housing ensure long lifetime. The high performance Osram LED COB and polycarbonate optics provide a range of beam angles and CCT and CRI outputs.,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3
Tubular 75 / Black / Black Baffle / 8w / 90CRI 4000K / 24deg / Mains Dimmable / Honeycomb,0,0,variation,,,TS-00044-BB-08-940-24-LTE+HC,TS-00044,Tubular 75,Black ,Black Baffle ,,8w,90CRI 4000K,24deg,Mains Dimmable,Honeycomb,,,,,,,IP20,https://www.enigmalighting.com/wp-content/uploads/TS00044BBHC-2.png,This attractive track spot is available in a range of body and baffle colours making it perfect for most environments. The inbuilt driver maintains its minimal design while the bespoke heatsink housing ensure long lifetime. The high performance Osram LED COB and polycarbonate optics provide a range of beam angles and CCT and CRI outputs.,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3
Tubular 75 / Black / Black Baffle / 8w / 90CRI 4000K / 34deg / Mains Dimmable,0,0,variation,,,TS-00044-BB-08-940-34-LTE,TS-00044,Tubular 75,Black ,Black Baffle ,,8w,90CRI 4000K,34deg,Mains Dimmable,No Accessory  ,,,,,,,IP20,https://www.enigmalighting.com/wp-content/uploads/TS00044BB-2.png,This attractive track spot is available in a range of body and baffle colours making it perfect for most environments. The inbuilt driver maintains its minimal design while the bespoke heatsink housing ensure long lifetime. The high performance Osram LED COB and polycarbonate optics provide a range of beam angles and CCT and CRI outputs.,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3
Tubular 75 / Black / Black Baffle / 8w / 90CRI 4000K / 34deg / Mains Dimmable / Honeycomb,0,0,variation,,,TS-00044-BB-08-940-34-LTE+HC,TS-00044,Tubular 75,Black ,Black Baffle ,,8w,90CRI 4000K,34deg,Mains Dimmable,Honeycomb,,,,,,,IP20,https://www.enigmalighting.com/wp-content/uploads/TS00044BBHC-2.png,This attractive track spot is available in a range of body and baffle colours making it perfect for most environments. The inbuilt driver maintains its minimal design while the bespoke heatsink housing ensure long lifetime. The high performance Osram LED COB and polycarbonate optics provide a range of beam angles and CCT and CRI outputs.,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3
Tubular 75 / Black / Black Baffle / 8w / 90CRI 4000K / 50deg / Mains Dimmable,0,0,variation,,,TS-00044-BB-08-940-50-LTE,TS-00044,Tubular 75,Black ,Black Baffle ,,8w,90CRI 4000K,50deg,Mains Dimmable,No Accessory  ,,,,,,,IP20,https://www.enigmalighting.com/wp-content/uploads/TS00044BB-2.png,This attractive track spot is available in a range of body and baffle colours making it perfect for most environments. The inbuilt driver maintains its minimal design while the bespoke heatsink housing ensure long lifetime. The high performance Osram LED COB and polycarbonate optics provide a range of beam angles and CCT and CRI outputs.,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3
Tubular 75 / Black / Black Baffle / 8w / 90CRI 4000K / 50deg / Mains Dimmable / Honeycomb,0,0,variation,,,TS-00044-BB-08-940-50-LTE+HC,TS-00044,Tubular 75,Black ,Black Baffle ,,8w,90CRI 4000K,50deg,Mains Dimmable,Honeycomb,,,,,,,IP20,https://www.enigmalighting.com/wp-content/uploads/TS00044BBHC-2.png,This attractive track spot is available in a range of body and baffle colours making it perfect for most environments. The inbuilt driver maintains its minimal design while the bespoke heatsink housing ensure long lifetime. The high performance Osram LED COB and polycarbonate optics provide a range of beam angles and CCT and CRI outputs.,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3
Tubular 75 / Black / Black Baffle / 10w / 90CRI 2700K / 24deg / Mains Dimmable,0,0,variation,,,TS-00044-BB-10-927-24-LTE,TS-00044,Tubular 75,Black ,Black Baffle ,,10w,90CRI 2700K,24deg,Mains Dimmable,No Accessory  ,,,,,,,IP20,https://www.enigmalighting.com/wp-content/uploads/TS00044BB-2.png,This attractive track spot is available in a range of body and baffle colours making it perfect for most environments. The inbuilt driver maintains its minimal design while the bespoke heatsink housing ensure long lifetime. The high performance Osram LED COB and polycarbonate optics provide a range of beam angles and CCT and CRI outputs.,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3
Tubular 75 / Black / Black Baffle / 10w / 90CRI 2700K / 24deg / Mains Dimmable / Honeycomb,0,0,variation,,,TS-00044-BB-10-927-24-LTE+HC,TS-00044,Tubular 75,Black ,Black Baffle ,,10w,90CRI 2700K,24deg,Mains Dimmable,Honeycomb,,,,,,,IP20,https://www.enigmalighting.com/wp-content/uploads/TS00044BBHC-2.png,This attractive track spot is available in a range of body and baffle colours making it perfect for most environments. The inbuilt driver maintains its minimal design while the bespoke heatsink housing ensure long lifetime. The high performance Osram LED COB and polycarbonate optics provide a range of beam angles and CCT and CRI outputs.,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3
Tubular 75 / Black / Black Baffle / 10w / 90CRI 2700K / 34deg / Mains Dimmable,0,0,variation,,,TS-00044-BB-10-927-34-LTE,TS-00044,Tubular 75,Black ,Black Baffle ,,10w,90CRI 2700K,34deg,Mains Dimmable,No Accessory  ,,,,,,,IP20,https://www.enigmalighting.com/wp-content/uploads/TS00044BB-2.png,This attractive track spot is available in a range of body and baffle colours making it perfect for most environments. The inbuilt driver maintains its minimal design while the bespoke heatsink housing ensure long lifetime. The high performance Osram LED COB and polycarbonate optics provide a range of beam angles and CCT and CRI outputs.,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3,https://enigmalighting.sharepoint.com/:f:/s/web/EiNirunD2z9OqKs85lmh7JoBb3XDHd_hsVGIbGvuik3NIA?e=xTiSv3
